morphology_code,preferred_term,search_terms
9767/1,Angioimmunoblastic lymphadenopathy (AIL) [SEE HEMATOPOIETIC DATABASE FOR REPORTING],"Angioimmunoblastic lymphadenopathy (AIL) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; AIL (Angioimmunoblastic lymphadenopathy) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; IBL (Immunoblastic lymphadenopathy) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Immunoblastic lymphadenopathy (IBL) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphadenopathy, angioimmunoblastic (AIL) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphadenopathy, immunoblastic (IBL) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9768/1,T-gamma lymphoproliferative disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING],"T-gamma lymphoproliferative disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Disease, lymphoproliferative, T-gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Disease, T-gamma lymphoproliferative [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphoproliferative disease, T-gamma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9769/1,Immunoglobulin deposition disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING],"Immunoglobulin deposition disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Amyloidosis, primary [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Deposition disease, immunoglobulin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Disease, deposition, immunoglobulin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Disease, immunoglobulin deposition [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Disease, systemic light chain [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Heavy chain AL amyloidosis [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Immunoglobulin-related amyloidosis (AL amyloidosis), NOS [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Light chain disease, systemic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Localized AL amyloidosis [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Primary amyloidosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Systemic light chain disease [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Heavy chain AL amyloidosis Immunoglobulin-related amyloidosis (AL amyloidosis), NOS; Localized AL amyloidosis; Heavy chain AL amyloidosis; Immunoglobulin-related amyloidosis (AL amyloidosis), NOS"
9800/3,"Leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Aleukemic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Chronic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, aleukemic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, chronic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, subacute, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Subacute leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9801/3,"Acute leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Acute leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Blast cell leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, blast cell (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, stem cell (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, undifferentiated (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Stem cell leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Undifferentiated leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805/3,Acute biphenotypic leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"Acute biphenotypic leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute bilineal leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia of ambiguous lineage with BCL11B rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia of ambiguous lineage with other defined genetic abnormalities [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute mixed lineage leukemia (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, bilineal (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, biphenotypic (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, mixed lineage (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, bilineal, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, biphenotypic, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, mixed lineage, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia (MPAL) with ZNF384 rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia B/T [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia B/T/Myeloid [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia, T/megakaryocytic [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia of ambiguous lineage with BCL11B rearrangement; Acute leukemia of ambiguous lineage with other defined genetic abnormalities; Mixed-phenotype acute leukemia B/T; Mixed-phenotype acute leukemia B/T/Myeloid; Mixed-phenotype acute leukemia, T/megakaryocytic; Mixed-phenotype acute leukemia (MPAL) with ZNF384 rearrangement"
9806/3,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1 [2010 AND LATER ONL. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1 [2010 AND LATER ONL. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia, mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia  with BCR::ABL1 [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia  with BCR::ABL1"
9807/3,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia, mixed phenotype with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, mixed phenotype with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia with KMT2A rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Mixed-phenotype acute leukemia with KMT2A rearrangement"
9808/3,"Mixed phenotype acute leukemia, B/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Mixed phenotype acute leukemia, B/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia, mixed phenotype, B/myeloid, NOS [2010+.FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, mixed phenotype, B/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809/3,"Mixed phenotype acute leukemia, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Mixed phenotype acute leukemia, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute biphenic leukemia, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Acute leukemia, mixed phenotype, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute biphenic, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, mixed phenotype, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9810/3,Compound leukemia [obs] [FOR 1978-1991 ONLY. FOR 1992+ USE CODE 9800/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING],Compound leukemia [obs] [FOR 1978-1991 ONLY. FOR 1992+ USE CODE 9800/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811/3,"B lymphoblastic leukemia/lymphoma, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]","B lymphoblastic leukemia/lymphoma, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; ALL, c (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; ALL, common precursor B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; ALL, pre-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; ALL, pre-pre-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; ALL, pro-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-ALL, common precursor (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma NUTM1 rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with DUX4 rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with MEF2D rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with MYC rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with other defined genetic alterations [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with PAX5 alt [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with PAX5p.P80R [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with ZNF384  rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; c-ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Common ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Common precursor B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, acute, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, B-cell, lymphoblastic, precursor (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, C-ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, common ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, common precursor ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphoblastic, precursor, B-cell (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, precursor, B-cell lymphoblastic (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, NOS  [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B-lymphoblastic, not otherwise specified (NOS) [2010+. FOR PRE-2010 USE CODE 9728/3, 9835, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphoblastic leukemia/lymphoma, B, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphoma/leukemia, B lymphoblastic, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Precursor B-cell lymphoblastic leukemia (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Pre-pre-B ALL [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with DUX4 rearrangement; B-lymphoblastic leukemia/lymphoma with MEF2D rearrangement; B-lymphoblastic leukemia/lymphoma with MYC rearrangement; B-lymphoblastic leukemia/lymphoma NUTM1 rearrangement; B-lymphoblastic leukemia/lymphoma with other defined genetic alterations; B-lymphoblastic leukemia/lymphoma with PAX5 alt; B-lymphoblastic leukemia/lymphoma with PAX5p.P80R; B-lymphoblastic leukemia/lymphoma with ZNF384  rearrangement"
9812/3,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9835/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9835/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-(acute) lymphoblastic leukemia/lymphoma (B-ALL) with BCR::ABL1 fusion [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with t(9;22)(q34;q11.2); BCR-ABL1 [2010+; FOR PRE 2010 USE CODE 9835/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-(acute) lymphoblastic leukemia/lymphoma (B-ALL) with BCR::ABL1 fusion"
9813/3,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with KMT2A rearrangement [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with t(v;11q23); MLL rearranged [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with KMT2A rearrangement"
9814/3,B lymphoblastic  leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic  leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with ETV6:RUNX1 fusion [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with ETV6:RUNX1 fusion"
9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with hyperdiploidy [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with hyperdiploidy [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9816/3,B lymphoblastic leukemia/lymphoma with hypodiploidy (hypodiploid ALL) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with hypodiploidy (hypodiploid ALL) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-ALL with high hypodiploidy [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-ALL with low hypodiploidy [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-ALL with near-haploidy [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with hypodiploidy (hypodiploid ALL) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-ALL with high hypodiploidy; B-ALL with low hypodiploidy; B-ALL with near-haploidy"
9817/3,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with t(5;14)(q31;q32); IL3-IGH [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion"
9818/3,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING],"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with TCF3::PBX1 [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-lymphoblastic leukemia/lymphoma with TCF3::PBX1"
9819/3,"B lymphoblastic leukemia/lymphoma, BCR-ABL1–like [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]","B lymphoblastic leukemia/lymphoma, BCR-ABL1–like [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; BCR::ABL1-like B-ALL/LBL [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia/lymphoma, B lymphoblastic, BCR-ABL1–like [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Philadelphia-like (Ph-like) B-ALL [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Philadelphia-like (Ph-like) B-ALL; BCR::ABL1-like B-ALL/LBL"
9820/3,"Lymphoid leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Lymphoid leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Aleukemic lymphatic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Aleukemic lymphocytic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Aleukemic lymphoid leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, aleukemic, lymphatic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, aleukemic, lymphocytic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, aleukemic, lymphoid (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphatic, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphatic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphatic, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphocytic, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphoid, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphoid, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphoid, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, lymphosarcoma cell (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, subacute, lymphatic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, subacute, lymphocytic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Leukemia, subacute, lymphoid (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphatic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphocytic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphosarcoma cell leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Subacute lymphatic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Subacute lymphocytic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Subacute lymphoid leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823/1,"Monoclonal B-cell lymphocytosis, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]","Monoclonal B-cell lymphocytosis, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; B-cell lymphocytosis, monoclonal, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; Lymphocytosis, Monoclonal B-cell, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; MBL, low count or clonal B-cell expansion (CLL/SLL) type [2026+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]; MBL, low count or clonal B-cell expansion (CLL/SLL) type"
